,N,Rooms,Price,Totsp,Livesp,Kitsp,Dist,Metrdist,Walk,Brick,Tel,Bal,Floor,Nfloors,New
1120,147501935,2,5800000,45.1,29.0,6.5,11.636129181750823,,0,0,0,0,2,9.0,0
1121,147502786,2,7800000,52.0,35.1,6.0,11.67022254820963,24.0,1,0,1,0,5,9.0,0
1122,147505448,2,7500000,45.0,29.0,6.5,12.26409877643837,10.0,1,1,0,1,3,5.0,0
1123,147505521,3,15800000,78.0,46.0,10.5,8.058039789727115,20.0,1,0,1,1,15,22.0,0
1124,147506780,1,5950000,38.0,19.0,8.0,18.76690648689658,10.0,0,0,0,1,4,17.0,0
1125,147507370,2,7600000,41.0,25.0,5.5,9.110890348412257,15.0,1,1,1,1,8,9.0,0
1126,147510888,1,5200000,35.0,20.0,10.0,14.289507269104641,14.0,1,0,1,1,8,14.0,0
1127,147511056,1,5850000,38.0,24.0,10.0,13.975286937842705,15.0,1,0,1,1,6,12.0,0
1128,147520935,2,5600000,38.6,27.0,6.0,13.783351416878263,,0,0,0,1,14,14.0,0
1129,147529952,3,66467940,100.0,66.0,15.0,5.830753737260722,1.0,1,1,0,0,30,34.0,0
1130,147530077,1,6400000,32.0,18.5,6.0,12.555273356631426,4.0,1,1,0,1,2,5.0,0
1131,147537379,3,6400000,56.0,37.0,6.0,14.478004858505017,17.0,1,0,0,1,4,5.0,0
1132,147541628,2,6200000,47.0,30.0,6.0,14.573321948281016,,0,0,1,1,9,9.0,0
1133,147541956,4,12100000,62.9,41.6,6.0,6.824161967452942,10.0,1,1,1,1,5,7.0,0
1134,147557234,2,16500000,50.0,34.0,10.0,8.975191094976196,11.0,1,1,0,0,13,17.0,0
1135,147557996,2,18600000,62.0,34.6,12.3,6.370740513446321,10.0,1,1,0,1,6,21.0,0
1136,147564746,3,31050000,115.0,67.0,18.3,8.232253152915746,7.0,1,1,0,1,6,17.0,1
1137,147567407,1,4900000,31.0,18.0,6.0,13.942664340644347,18.0,1,1,1,1,3,5.0,0
1138,147593315,3,8000000,61.6,44.0,6.5,14.411025798860745,8.0,0,0,1,1,2,9.0,0
1139,147597272,4,59000000,159.2,96.9,,8.633163604927846,,0,1,0,0,7,29.0,0
1140,147600650,2,6900000,40.0,24.0,7.3,11.386312362944897,15.0,1,0,1,1,8,12.0,0
1141,147611214,2,8800000,48.0,31.0,10.0,11.69039072461849,3.0,1,1,1,1,10,12.0,0
1142,147617262,3,9000000,65.0,49.0,6.0,14.442457796124323,25.0,1,0,0,1,9,17.0,0
1143,147627339,2,5600000,46.0,31.0,6.0,8.184701696065453,18.0,1,1,0,0,1,3.0,0
1144,147628242,1,7300000,39.0,19.0,10.0,15.992997564022762,3.0,1,0,1,1,9,22.0,0
1145,147628889,3,7200000,59.0,45.0,6.0,14.877930163427619,22.0,1,0,1,1,3,5.0,0
1146,147632104,3,13000000,78.0,44.8,10.0,14.065872952413384,10.0,0,0,1,1,11,14.0,0
1147,147636922,2,27000000,84.0,40.9,10.0,6.4975213312675955,10.0,1,1,0,1,13,19.0,0
1148,147638943,1,6100000,38.0,19.0,8.0,12.228260041620995,15.0,1,0,1,1,15,17.0,0
1149,147638959,3,7200000,58.9,41.7,5.8,12.872743091813959,5.0,0,0,0,1,3,5.0,0
1150,147639138,2,5800000,44.0,30.0,6.2,11.655991584680688,12.0,0,0,1,1,2,5.0,0
1151,147639357,3,12000000,76.0,45.0,10.0,12.228260041620995,15.0,1,0,1,1,15,17.0,0
1152,147639902,4,17000000,114.0,63.0,18.0,12.228260041620995,15.0,1,0,1,1,15,17.0,0
1153,147641176,2,11500000,56.0,35.0,14.0,9.003757847993493,15.0,1,1,1,1,9,9.0,0
1154,147662570,3,22000000,91.0,55.0,18.0,9.80883063921684,9.0,1,1,0,0,17,30.0,0
1155,147672021,1,11500000,51.8,21.1,14.2,9.36745621807095,15.0,1,1,0,1,7,30.0,0
1156,147673362,2,16400000,73.0,38.0,12.0,9.431763825549066,13.0,0,1,1,1,7,29.0,0
1157,147677710,1,4770000,32.0,19.0,6.0,9.306822925497938,19.0,1,1,1,1,8,9.0,0
1158,147678560,2,8700000,52.0,30.0,8.5,10.726901480232902,8.0,1,0,1,1,4,12.0,0
1159,147681437,3,7900000,58.0,44.0,7.0,14.686682359957132,5.0,0,0,1,1,1,5.0,0
1160,147682831,3,7000000,61.0,45.0,6.0,14.461861627138237,11.0,1,0,1,1,9,9.0,0
1161,147682832,2,9000000,63.0,34.0,12.0,17.885165475378024,10.0,0,0,1,1,6,14.0,0
1162,147685291,2,19900000,73.0,38.0,13.0,9.485882714828028,10.0,1,1,0,1,4,30.0,0
1163,147694104,3,12600000,68.3,45.7,10.4,13.513738638062852,5.0,1,0,1,1,17,18.0,0
1164,147697689,2,7000000,47.0,29.0,6.5,10.946367423229713,12.0,1,0,1,1,5,5.0,0
1165,147700562,4,31000000,107.0,67.0,17.5,7.6992641148918874,5.0,1,1,1,1,3,10.0,0
1166,147701351,2,26500000,73.0,38.0,13.0,9.384756562585268,15.0,1,1,1,1,23,29.0,0
1167,147705319,3,7400000,68.3,48.0,6.0,14.555966330004383,15.0,1,0,1,0,2,9.0,0
1168,147707453,3,7200000,60.0,45.0,6.0,13.170035715428,10.0,1,0,1,1,3,9.0,0
1169,147709669,2,6150000,40.7,27.2,6.0,12.72034426644741,5.0,0,1,1,1,2,5.0,0
1170,147710740,1,8650000,42.0,25.0,11.0,10.485857638492377,12.0,1,0,0,0,1,6.0,0
1171,147714296,1,6900000,35.3,20.0,9.0,8.320688975186673,20.0,1,0,0,1,11,12.0,0
1172,147717079,1,4300000,26.0,15.0,6.0,9.547377316642544,11.0,1,1,0,0,1,5.0,0
1173,147717254,1,4300000,26.0,15.0,6.5,9.547377316642544,8.0,0,1,0,0,1,5.0,0
1174,147717265,2,6000000,44.0,28.0,6.0,10.087519888979656,10.0,1,1,1,0,1,5.0,0
1175,147718236,1,13257000,49.0,20.0,14.0,8.232253152915746,7.0,1,1,0,1,11,13.0,1
1176,147718936,2,20385000,75.5,43.5,11.4,8.232253152915746,7.0,1,1,0,0,8,11.0,1
1177,147719336,3,24886000,108.2,60.0,15.0,8.232253152915746,7.0,1,1,0,1,2,13.0,1
1178,147723119,3,21399000,91.0,70.0,,9.384756562585268,10.0,1,1,0,0,1,29.0,0
1179,147723269,2,17000000,73.0,50.0,12.0,9.431763825549066,,0,0,0,1,8,29.0,0
1180,147723459,2,17000000,73.0,50.0,12.0,9.431763825549066,,0,0,0,1,19,29.0,0
1181,147724561,1,13500000,49.0,20.0,14.0,8.232253152915746,10.0,1,1,0,1,5,13.0,1
1182,147726327,4,17900000,92.0,58.0,12.0,13.185689899919767,10.0,1,1,1,1,16,22.0,0
1183,147729472,4,45000000,128.0,94.0,20.0,11.972319747781938,5.0,1,0,0,1,15,29.0,0
1184,147732134,2,6350000,45.0,28.0,6.0,15.497364905779248,,0,0,1,0,5,9.0,0
1185,147734106,2,7100000,44.0,32.0,6.0,11.730939563708626,10.0,1,1,1,1,5,5.0,0
1186,147739793,2,5500000,45.0,28.0,6.0,14.804760008756451,15.0,1,0,0,1,5,5.0,0
1187,147739842,3,7900000,52.7,33.5,6.0,9.213814232231705,15.0,1,1,1,1,3,5.0,0
1188,147746096,2,6200000,37.6,22.8,6.5,11.105061694591381,15.0,1,0,0,0,1,12.0,0
1189,147753925,4,26995000,130.0,71.5,16.6,9.36745621807095,,0,1,0,0,4,20.0,0
1190,147754162,4,28500000,131.0,71.0,12.0,13.760361046256804,12.0,1,1,0,1,2,15.0,0
1191,147762205,3,17000000,97.0,33.0,15.0,10.151357975926473,10.0,1,1,0,1,2,15.0,0
1192,147762877,2,8800000,68.0,32.0,13.0,18.65607422231669,,0,0,1,1,7,17.0,0
1193,147781941,3,16800000,93.0,50.0,10.0,12.160659843800994,11.0,1,1,1,1,4,5.0,0
1194,147798509,2,9200000,53.0,31.0,9.0,15.881619789625233,1.0,1,0,1,1,8,14.0,0
1195,147820558,2,21330000,79.0,55.0,15.0,8.287701392859296,7.0,1,1,0,1,8,16.0,0
1196,147820630,2,21330000,79.0,43.0,11.0,8.287701392859296,7.0,1,1,0,1,11,16.0,0
1197,147820721,1,13257000,49.1,20.0,14.0,8.287701392859296,7.0,1,1,0,1,11,16.0,0
1198,147820722,3,31590000,117.0,64.0,18.0,8.287701392859296,7.0,1,1,0,1,9,16.0,0
1199,147820723,2,20385000,75.5,38.0,15.0,8.287701392859296,7.0,1,1,0,1,10,16.0,0
1200,147821454,2,5300000,40.0,30.0,6.0,13.040650130622327,3.0,1,0,1,0,2,12.0,0
1201,147824066,1,5650000,36.0,18.0,6.5,13.112329298937714,7.0,1,1,1,1,5,9.0,0
1202,147826219,1,5900000,40.0,18.6,9.6,15.148074460411001,10.0,0,1,0,0,11,18.0,0
1203,147828838,3,31000000,107.0,63.0,30.0,9.744816202214952,6.0,1,1,0,0,20,30.0,0
1204,147831606,4,8680000,77.0,57.0,8.5,13.794799866877401,5.0,1,0,0,0,1,14.0,0
1205,147835361,3,8800000,63.2,43.8,6.1,15.014955963124239,27.0,1,0,0,1,5,9.0,0
1206,147836832,2,7000000,49.0,32.0,7.0,14.93195312928081,5.0,0,0,0,1,5,9.0,0
1207,147839170,2,7700000,54.0,32.0,9.0,15.39748812611051,10.0,0,0,1,1,7,14.0,0
1208,147843598,1,5000000,32.0,20.0,6.0,13.647391350816608,4.0,1,0,0,0,1,5.0,0
1209,147845665,2,7000000,56.0,37.0,9.0,14.00862836866658,5.0,0,0,1,0,1,9.0,0
1210,147848844,3,13500000,77.3,45.0,10.4,15.478966007660373,,0,0,1,1,14,17.0,0
1211,147849636,1,6000000,33.5,20.0,6.0,9.303003967952344,10.0,1,1,1,1,8,9.0,0
1212,147854196,2,8700000,58.0,34.0,8.5,10.509397671644832,4.0,1,0,1,0,4,5.0,0
1213,147855881,2,6400000,48.0,27.0,9.0,13.44833261829671,5.0,0,0,0,1,1,9.0,0
1214,147857790,2,6500000,39.0,25.0,6.0,11.74180326575383,10.0,1,0,1,1,3,14.0,0
1215,147858096,1,5900000,38.6,19.3,9.7,9.53250153114644,9.0,1,0,1,1,1,16.0,0
1216,147865710,2,7500000,53.5,32.0,9.0,14.107172970759565,,0,0,1,1,3,16.0,0
1217,147884422,1,5300000,31.0,18.0,6.0,13.09687384916539,5.0,1,0,1,0,5,5.0,0
1218,147884460,1,4800000,33.0,18.0,6.0,8.82106726270759,13.0,1,0,0,0,1,5.0,0
1219,147886310,2,5800000,42.4,30.0,5.8,10.859877573186663,10.0,1,0,1,1,4,5.0,0
1220,147887930,2,4950000,43.0,29.0,6.0,17.340895141758196,10.0,1,1,0,1,4,5.0,0
1221,147890079,1,5100000,36.5,20.0,6.5,14.237126219497414,15.0,0,0,1,1,6,9.0,0
1222,147892156,1,5850000,39.5,21.2,8.8,15.624729299449728,,0,0,1,1,10,12.0,0
1223,147898014,1,12700000,49.1,20.0,14.0,8.232253152915746,7.0,1,1,0,1,5,13.0,1
1224,147898988,2,18700000,79.0,43.5,11.4,8.280812973282876,5.0,1,1,0,1,5,13.0,1
1225,147900436,1,5750000,45.7,20.0,11.0,18.865490066898637,10.0,0,0,0,1,11,24.0,0
1226,147900450,1,6100000,42.0,20.0,9.0,19.030846212249436,8.0,0,0,1,1,8,24.0,0
1227,147901695,1,5200000,39.0,19.4,9.0,16.295189142039018,5.0,1,0,0,1,13,17.0,0
1228,147905065,1,5300000,36.7,21.2,7.0,13.463838993838026,5.0,1,0,1,1,4,9.0,0
1229,147906684,1,12500000,40.3,18.1,,9.114640427759504,10.0,1,1,0,1,2,19.0,0
1230,147909972,1,5850000,38.0,19.3,8.5,15.624383828304671,12.0,1,0,0,1,11,14.0,0
1231,147911738,2,8400000,45.0,27.0,6.0,14.159537044154725,25.0,1,0,0,1,7,9.0,0
1232,147912055,1,6200000,40.3,19.0,10.5,19.030846212249436,7.0,0,0,0,1,14,27.0,0
1233,147915220,2,7890000,38.2,23.0,6.0,8.825543057807336,7.0,1,0,1,1,10,12.0,0
1234,147918783,1,6700000,33.0,19.0,6.0,5.750937586939119,5.0,1,0,1,0,2,9.0,0
1235,147920094,2,16200000,79.0,39.0,13.0,9.826603815138187,5.0,1,1,0,1,27,30.0,0
1236,147920367,3,33500000,134.4,57.0,17.0,6.441040473706863,10.0,1,1,1,1,4,11.0,0
1237,147920579,1,6300000,38.0,19.0,8.4,16.185397779903862,5.0,1,0,1,1,2,17.0,0
1238,147920610,3,12200000,82.0,46.0,12.0,12.295671536784441,15.0,1,0,0,1,3,14.0,0
1239,147920745,3,13800000,73.0,43.4,9.0,11.278794035939006,15.0,1,1,1,1,2,17.0,0
1240,147920981,1,5800000,33.0,20.0,6.0,8.573490522771607,15.0,1,1,0,1,8,9.0,0
1241,147920993,1,8990000,42.0,25.0,10.0,10.485857638492377,12.0,1,0,1,0,2,6.0,0
1242,147921230,2,7400000,51.2,30.5,8.7,15.45571765217624,10.0,0,0,1,1,13,14.0,0
1243,147921231,2,6950000,42.9,27.3,6.0,14.466797041411267,17.0,1,0,0,1,5,5.0,0
1244,147921301,2,11500000,46.3,30.0,6.5,5.701468510451709,5.0,1,0,1,1,6,14.0,0
1245,147921380,2,6150000,43.0,27.0,6.5,13.833847881900144,10.0,1,0,1,1,3,5.0,0
1246,147921550,1,6000000,33.0,21.0,6.0,13.040650130622327,10.0,1,0,1,1,8,9.0,0
1247,147923920,1,5300000,36.0,20.0,10.0,13.274489575415746,3.0,1,0,0,1,10,12.0,0
1248,147936842,2,6700000,47.0,31.0,9.0,12.780712912550754,3.0,1,0,0,0,1,12.0,0
1249,147938530,4,28550000,124.0,95.0,9.4,11.896138943561597,11.0,1,1,1,0,3,35.0,0
1250,147941131,1,4500000,32.0,18.0,6.0,13.636056513018085,10.0,1,0,1,0,1,9.0,0
1251,147941806,2,5800000,46.0,32.0,7.0,8.847338808324329,15.0,1,1,1,0,1,8.0,0
1252,147944337,2,29700000,66.0,40.0,12.0,6.288642859135715,6.0,1,1,1,0,2,18.0,0
1253,147947162,3,7900000,60.0,39.0,5.5,14.246094602702387,6.0,0,0,0,1,6,9.0,0
1254,147948508,2,5400000,44.0,30.0,6.0,12.089491622281871,12.0,1,1,0,1,5,5.0,0
1255,147950779,2,10900000,53.0,32.0,8.0,7.897732834679374,4.0,1,1,1,0,2,12.0,0
1256,147962215,2,7500000,39.0,23.0,7.0,8.330940025507829,3.0,1,0,1,1,9,12.0,0
1257,147970925,2,15500000,70.0,40.0,13.0,9.118444415521088,10.0,1,1,1,1,12,17.0,0
1258,147973110,3,13950000,87.5,48.5,10.0,12.985984242859212,1.0,1,1,1,1,10,14.0,0
1259,147974138,2,9950000,55.0,33.0,8.0,8.735763645040844,13.0,1,1,1,1,3,5.0,0
1260,147979028,1,5890000,38.0,18.0,9.0,18.225963537234556,,0,0,1,1,10,17.0,0
1261,147979778,1,7200000,45.0,19.0,11.0,12.093944500043213,15.0,1,0,0,1,6,14.0,0
1262,147984890,3,12500000,78.0,53.0,14.0,7.7245300615168455,15.0,1,1,1,0,4,5.0,0
1263,147987054,2,7400000,52.0,32.0,10.0,18.51340942035771,10.0,0,0,1,1,8,17.0,0
1264,147987722,1,5200000,33.0,21.0,6.0,14.625856091664868,15.0,1,0,1,1,3,5.0,0
1265,147989563,6,65000000,400.0,230.0,20.0,7.583256316623574,6.0,1,1,0,1,19,21.0,0
1266,147990550,2,7500000,42.7,30.0,6.0,13.02289621895692,7.0,1,1,1,1,8,9.0,0
1267,147991833,3,15000000,66.0,44.0,8.5,5.945982246710893,3.0,1,0,1,1,2,12.0,0
1268,147995508,3,9500000,65.0,44.5,9.4,10.165365362625034,22.0,1,0,1,1,5,12.0,0
1269,148002376,2,6150000,38.0,24.0,6.2,11.51142480675117,7.0,1,1,1,0,2,9.0,0
1270,148002906,1,5700000,42.0,20.0,10.0,18.662474363349865,,0,0,0,1,19,24.0,0
1271,148005952,3,30000000,96.7,68.0,14.0,9.80883063921684,9.0,1,1,0,0,19,30.0,0
1272,148006933,3,6850000,60.0,40.0,6.0,14.079004252295121,10.0,1,0,0,0,1,5.0,0
1273,148007384,1,4950000,31.0,19.0,6.0,11.326749523133172,15.0,1,1,1,1,5,5.0,0
1274,148015551,2,5900000,40.0,23.0,6.0,11.004929922365067,10.0,1,0,1,1,2,12.0,0
1275,148020680,1,6999000,37.0,19.6,9.8,12.493119139587334,5.0,1,0,1,1,8,16.0,0
1276,148022747,4,50000000,180.0,100.0,20.0,11.07755672492966,13.0,1,1,0,1,3,17.0,0
1277,148025203,2,7500000,51.0,34.0,9.0,16.609580267513692,10.0,1,0,1,1,2,17.0,0
1278,148026903,4,14000000,92.0,63.0,12.0,11.587016621544214,8.0,1,1,1,1,3,4.0,0
1279,148031646,4,45000000,184.0,125.0,25.0,13.226099919213077,4.0,1,0,1,1,6,16.0,0
1280,148047734,3,26450000,89.4,56.0,10.0,9.485882714828028,5.0,0,1,0,1,26,29.0,0
1281,148048323,1,5050000,31.5,18.7,6.0,12.112957155883338,8.0,1,1,0,1,4,5.0,0
1282,148049560,1,4900000,35.0,18.5,10.0,14.497686706659632,10.0,1,0,0,0,1,12.0,0
1283,148049609,1,11800000,49.1,19.9,14.0,8.19613176389788,6.0,1,1,0,1,5,10.0,0
1284,148057474,3,20000000,95.0,70.0,20.0,7.479599044370075,10.0,1,1,1,1,5,6.0,0
1285,148057844,3,7200000,59.0,40.0,6.0,14.525127167824527,15.0,1,0,1,0,1,5.0,0
1286,148063564,1,6100000,35.0,20.0,10.0,11.054401365946575,10.0,1,0,0,1,8,12.0,0
1287,148066404,4,12400000,75.0,54.0,5.5,13.916284099175176,10.0,1,1,0,0,1,9.0,0
1288,148073532,5,17500000,101.0,75.0,9.1,7.6992641148918874,7.0,1,1,1,1,5,8.0,0
1289,148074115,1,6000000,32.0,18.0,7.0,12.318229140995397,12.0,1,0,1,0,1,9.0,0
1290,148077022,1,4400000,31.0,18.0,6.0,14.843113164469212,5.0,0,0,1,0,1,5.0,0
1291,148077996,1,5500000,33.0,19.0,6.5,12.85230028269639,8.0,1,0,0,0,9,9.0,0
1292,148086982,3,10500000,80.0,50.0,8.0,16.42774889018322,3.0,1,0,1,1,14,14.0,0
1293,148087439,3,11200000,78.0,44.0,8.5,16.42774889018322,4.0,1,0,1,1,12,14.0,0
1294,148088611,3,6100000,52.0,35.0,6.0,15.180469715431647,27.0,1,0,0,1,9,9.0,0
1295,148089753,2,8000000,65.3,37.4,8.2,10.320241298939356,18.0,1,1,1,1,5,5.0,0
1296,148091013,2,7600000,41.0,26.0,,9.110890348412257,15.0,1,1,1,1,8,9.0,0
1297,148092197,2,11200000,66.9,38.8,10.0,12.233324527950392,20.0,1,0,0,1,6,14.0,0
1298,148097095,1,4200000,24.4,12.0,8.5,13.077197268479498,8.0,1,1,0,0,2,5.0,0
1299,148107839,3,8000000,59.0,44.0,6.0,14.723967409282913,7.0,0,1,1,1,4,9.0,0
1300,148108086,3,11800000,74.0,45.0,10.0,12.735356782343246,,0,0,1,1,2,14.0,0
1301,148119861,3,13000000,70.5,48.5,9.0,13.444404865573905,2.0,0,1,1,1,11,12.0,0
1302,148121525,3,16490000,81.0,50.0,13.0,13.993891395641546,15.0,1,0,1,1,9,17.0,0
1303,148122040,1,5100000,38.0,21.0,10.0,13.78592582525043,,0,0,1,1,2,14.0,0
1304,148122362,1,6000000,39.1,19.1,8.0,13.73671178771538,18.0,1,0,1,1,4,17.0,0
1305,148129865,2,8000000,45.0,28.0,6.2,14.197612803108326,15.0,1,0,1,1,5,12.0,0
1306,148130216,3,7100000,52.4,34.1,6.0,12.247418803811804,15.0,1,1,1,0,1,5.0,0
1307,148132814,1,4899000,33.0,18.0,6.0,13.015925267142245,5.0,1,1,1,0,1,5.0,0
1308,148136176,2,13600000,44.5,25.6,5.4,5.754501125933024,2.0,1,1,1,0,1,8.0,0
1309,148137810,4,16800000,99.0,69.5,13.5,13.618468002373671,12.0,1,1,1,1,8,13.0,0
1310,148140876,3,13000000,74.6,45.3,10.2,14.216406619736018,17.0,1,0,1,1,4,17.0,0
1311,148150027,2,6200000,45.0,29.0,6.0,13.515184722203802,,0,0,1,0,1,9.0,0
1312,148154359,1,5700000,35.3,21.3,6.6,15.062150686503387,5.0,0,0,1,1,4,9.0,0
1313,148156653,3,12250000,75.0,52.0,10.0,13.07612200031729,9.0,1,1,1,1,4,5.0,0
1314,148161298,1,5800000,30.0,20.0,6.0,9.58144682630853,12.0,1,1,0,1,4,9.0,0
1315,148162179,2,8000000,52.0,30.0,8.5,15.89771360634011,5.0,0,0,0,1,6,14.0,0
1316,148165061,1,5075000,33.0,19.0,6.0,12.607278153319278,5.0,1,1,0,0,1,5.0,0
1317,148173732,3,11990000,75.0,42.0,10.0,13.937694619415423,,0,0,0,1,6,17.0,0
1318,148174656,2,5600000,44.2,28.0,6.0,13.170035715428,12.0,1,0,1,0,7,9.0,0
1319,148178350,2,6100000,41.4,25.9,5.3,10.569468595229926,9.0,1,1,1,1,4,5.0,0
1320,148182038,1,6300000,36.5,19.5,8.3,12.536063112134793,12.0,1,0,1,1,7,16.0,0
1321,148183057,1,6500000,35.0,19.0,10.0,14.289507269104641,5.0,1,0,1,1,4,16.0,0
1322,148186307,2,9100000,54.0,30.0,9.0,15.772491448645644,15.0,1,0,1,1,5,17.0,0
1323,148188634,3,11200000,79.2,51.9,8.7,11.371792916181391,15.0,1,1,1,1,5,5.0,0
1324,148193875,3,9500000,75.1,46.2,10.0,16.954559374895513,10.0,1,0,0,1,8,17.0,0
1325,148195829,1,4700000,23.3,15.1,5.0,9.527144356871279,10.0,1,1,0,0,4,5.0,0
1326,148215779,4,26500000,146.0,90.0,20.0,12.803993464052423,10.0,1,0,1,1,8,9.0,0
1327,148218982,1,4200000,32.0,18.2,5.6,9.571155903279818,25.0,1,0,0,0,1,5.0,0
1328,148219726,3,8950000,61.0,44.0,7.0,8.369898011970484,20.0,1,0,1,0,3,12.0,0
1329,148221095,1,5500000,32.7,17.7,9.8,14.158983392855161,10.0,1,0,1,1,6,12.0,0
1330,148221852,1,14000000,53.0,21.0,13.3,11.197884589502754,13.0,1,1,0,1,8,18.0,0
1331,148223717,1,6000000,41.0,19.0,11.0,19.030846212249436,,0,0,0,1,14,24.0,0
1332,148229664,3,7000000,63.2,46.9,6.0,12.869793385676417,10.0,1,0,0,1,7,9.0,0
1333,148240587,2,6500000,47.0,30.5,6.2,15.784407556113317,10.0,0,0,1,1,6,9.0,0
1334,148245976,3,28000000,120.0,60.0,14.4,11.038698635065773,10.0,1,1,0,1,2,17.0,0
1335,148248012,2,7600000,38.0,22.1,7.4,9.803138605471519,12.0,1,0,1,1,8,9.0,0
1336,148248106,5,14900000,112.0,67.0,11.0,15.036611319643635,22.0,1,0,1,1,3,12.0,0
1337,148249813,2,13000000,66.0,35.0,12.0,8.833644995769589,11.0,1,1,1,0,2,6.0,0
1338,148250941,1,5000000,32.0,17.4,5.0,13.641341975378408,13.0,1,1,0,1,3,6.0,0
1339,148254020,2,9490000,58.0,34.0,11.0,11.95483343245004,25.0,1,0,1,1,12,14.0,0
1340,148254864,2,6000000,45.0,28.0,6.0,13.5295302171596,,0,0,0,0,7,9.0,0
1341,148257088,2,10500000,72.0,32.0,13.0,17.77440422720021,10.0,0,0,0,1,2,17.0,0
1342,148258708,3,45000000,118.0,71.0,14.0,6.9379399225170015,12.0,1,1,0,0,5,20.0,0
1343,148258718,3,45000000,118.0,71.0,14.0,6.9379399225170015,12.0,1,1,0,0,5,20.0,0
1344,148259443,1,5600000,35.0,20.0,6.0,8.478741042305032,17.0,1,1,0,1,2,9.0,0
1345,148259631,2,18000000,71.0,,,9.384756562585268,25.0,1,1,0,0,30,30.0,0
1346,148259634,4,24700000,105.0,,,9.431763825549066,25.0,1,1,0,0,21,29.0,0
1347,148259636,4,24700000,105.0,,,9.485882714828028,25.0,1,1,0,0,25,30.0,0
1348,148259637,3,22500000,90.0,,,9.485882714828028,25.0,1,1,0,0,28,29.0,0
1349,148261024,3,120000000,144.0,130.0,14.0,6.818785501069452,13.0,1,1,0,0,10,12.0,0
1350,148271371,1,4650000,34.0,19.0,7.0,13.394703451159323,4.0,0,0,1,0,5,9.0,0
1351,148274432,2,8000000,60.0,34.0,10.5,16.782315245221586,12.0,1,0,0,1,3,17.0,0
1352,148281827,3,23000000,110.0,71.0,31.0,10.600962517470524,15.0,1,1,1,1,4,6.0,0
1353,148289386,3,10500000,55.0,38.0,6.0,8.776213622653911,10.0,1,1,0,1,3,9.0,0
1354,148289728,3,7500000,60.0,43.6,6.0,13.708433262207237,15.0,1,0,0,1,5,9.0,0
1355,148289898,3,9000000,70.0,50.0,7.0,12.29207616199707,8.0,1,1,1,0,1,3.0,0
1356,148290006,3,24900000,72.6,50.0,18.0,9.384756562585268,,0,1,0,0,7,29.0,0
1357,148290139,1,5700000,42.3,20.0,8.5,17.610339277849576,,0,0,0,1,12,12.0,0
1358,148292669,2,7200000,51.0,31.0,9.0,8.369898011970484,15.0,1,0,1,1,11,12.0,0
1359,148293737,1,4690000,33.0,,7.0,14.350750431689088,25.0,1,0,1,0,6,9.0,0
1360,148293757,2,13950000,84.0,45.0,20.0,13.594864065841525,11.0,1,1,1,1,13,17.0,0
1361,148295869,2,5250000,30.0,22.0,4.0,7.746649389539752,10.0,0,1,1,1,5,5.0,0
1362,148298438,2,11200000,69.0,53.0,13.0,13.638875719311516,30.0,1,1,1,1,10,22.0,0
1363,148298441,1,7480000,43.0,20.0,10.0,12.127119781114734,15.0,1,1,0,1,14,15.0,0
1364,148299766,1,4400000,34.0,19.0,7.0,13.852101670602467,15.0,1,0,1,0,4,9.0,0
1365,148300086,1,4400000,34.0,19.0,7.0,13.852101670602467,15.0,1,0,1,0,4,9.0,0
1366,148308261,1,6600000,39.0,20.0,10.0,10.144155805717118,10.0,1,0,1,1,8,22.0,0
1367,148311640,3,13100000,84.0,56.0,10.0,7.761364952898115,15.0,1,1,0,1,7,8.0,0
1368,148314241,3,7100000,50.2,34.0,6.0,13.53275341411612,10.0,0,0,1,1,6,9.0,0
1369,148325314,2,9450000,59.0,30.2,9.0,12.46054927775487,15.0,1,1,1,1,9,9.0,0
1370,148327884,2,8500000,52.0,35.0,7.0,13.602011801082497,15.0,1,0,1,0,2,9.0,0
1371,148328173,3,7000000,61.0,45.0,6.0,14.461861627138237,11.0,1,0,1,1,9,9.0,0
1372,148328552,3,8000000,67.0,46.0,8.0,14.297428091932629,15.0,1,0,1,1,1,12.0,0
1373,148331387,3,17900000,67.7,46.2,8.1,5.746350289461432,4.0,1,1,1,0,2,7.0,0
1374,148331761,1,6500000,37.8,19.2,9.0,8.277510677761136,15.0,1,0,1,1,3,14.0,0
1375,148332085,2,7000000,44.5,28.5,6.0,12.617617361814851,10.0,1,0,1,1,5,9.0,0
1376,148333054,3,11300000,54.0,35.0,7.0,5.198039009923441,5.0,0,1,1,1,3,5.0,0
1377,148337380,1,6700000,31.0,17.0,6.0,5.668852008256186,6.0,1,1,1,1,5,5.0,0
1378,148337939,3,12900000,64.0,46.0,8.0,9.099999653133118,24.0,1,0,1,1,14,16.0,0
1379,148343099,4,13700000,91.0,64.0,10.0,13.36302448103265,15.0,1,0,0,0,1,17.0,0
1380,148348123,3,23000000,110.0,71.0,31.0,10.600962517470524,18.0,1,1,1,1,4,6.0,0
1381,148351972,2,9300000,54.0,28.7,9.1,8.857482310077668,5.0,0,0,1,1,2,14.0,0
1382,148353069,2,6700000,46.0,32.0,6.0,14.907827674865358,15.0,1,0,0,1,7,9.0,0
1383,148353304,1,4700000,32.0,21.5,5.5,13.266720256697287,3.0,1,0,1,1,8,9.0,0
